"card_url","card_name","card_image","card_number","card_rarity","card_cost_attribute","card_att_def","card_type","card_race","card_artist","card_expansion","card_text","card_flavor_text","card_all_sets"
"http://www.fowtcg.com/card/4187","Agravain, the Hard Hand","http://d12h0em1d7ppg.cloudfront.net/items/41/4187/image_en/aab52ab7-08ec-471b-81c2-7adf037bc376.jpg","AO1-001","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","400 / 400","Resonator","Knight of the Round Table","Mad","Alice Origin 1st Booster Pack","Activate
[W]: Target resonator gains [Barrier](R) and [Barrier](D) until end of turn.","He faces up squarely to all evils.","Alice Origin 1st Booster Pack"
"http://www.fowtcg.com/card/4188","Blessed Holy Wolf","http://d12h0em1d7ppg.cloudfront.net/items/41/4188/image_en/7b38e7b2-5c34-4bd7-823e-f59adff2a23d.jpg","AO1-002","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","400 / 600","Resonator","Holy Beast","matataku","Alice Origin 1st Booster Pack","Automatic
When this card enters your field ⇒ You may destroy target addition.","The kingdom offers its blessing to anyone and wolves aren’t an exception. These sacred beasts are allied with us in the protection of the kingdom.","Alice Origin 1st Booster Pack"
"http://www.fowtcg.com/card/4188","Blessed Holy Wolf","http://d12h0em1d7ppg.cloudfront.net/items/41/4188/image_en/7b38e7b2-5c34-4bd7-823e-f59adff2a23d.jpg","AO1-002","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","400 / 600","Resonator","Holy Beast","matataku","Alice Origin 1st Booster Pack","Automatic
When this card enters your field ⇒ You may destroy target addition.","The kingdom offers its blessing to anyone and wolves aren’t an exception. These sacred beasts are allied with us in the protection of the kingdom.","Alice Origin 1st Booster Pack"
"http://www.fowtcg.com/card/4189","Bors, Returned Adventurer","http://d12h0em1d7ppg.cloudfront.net/items/41/4189/image_en/96b365b1-a22e-4914-af45-c74ac30cfd43.jpg","AO1-003","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","600 / 600","Resonator","Knight of the Round Table","Matsurika Yoko","Alice Origin 1st Booster Pack","Automatic
When this card enters your field or attacks ⇒ Target Knight of the Round Table gains [+400/+400] until end of turn.","Ever seeking to do good, even in strange lands.","Alice Origin 1st Booster Pack"
"http://www.fowtcg.com/card/4189","Bors, Returned Adventurer","http://d12h0em1d7ppg.cloudfront.net/items/41/4189/image_en/96b365b1-a22e-4914-af45-c74ac30cfd43.jpg","AO1-003","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","600 / 600","Resonator","Knight of the Round Table","Matsurika Yoko","Alice Origin 1st Booster Pack","Automatic
When this card enters your field or attacks ⇒ Target Knight of the Round Table gains [+400/+400] until end of turn.","Ever seeking to do good, even in strange lands.","Alice Origin 1st Booster Pack"
"http://www.fowtcg.com/card/4190","Galahad, the Son of the God","http://d12h0em1d7ppg.cloudfront.net/items/41/4190/image_en/9c148e4e-c3de-4e68-8e06-88d72f1f47d7.jpg","AO1-004","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","400 / 400","Resonator","Knight of the Round Table","touge369","Alice Origin 1st Booster Pack","Automatic
When this card is put into a graveyard from your field ⇒ Rest target resonator your opponent controls.","""Galahad was recognized as the greatest knight of King Arthur."" —Tales of King Arthur","Alice Origin 1st Booster Pack"
"http://www.fowtcg.com/card/4190","Galahad, the Son of the God","http://d12h0em1d7ppg.cloudfront.net/items/41/4190/image_en/9c148e4e-c3de-4e68-8e06-88d72f1f47d7.jpg","AO1-004","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","400 / 400","Resonator","Knight of the Round Table","touge369","Alice Origin 1st Booster Pack","Automatic
When this card is put into a graveyard from your field ⇒ Rest target resonator your opponent controls.","""Galahad was recognized as the greatest knight of King Arthur."" —Tales of King Arthur","Alice Origin 1st Booster Pack"
"http://www.fowtcg.com/card/4191","Gloria's Castle Town","http://d12h0em1d7ppg.cloudfront.net/items/41/4191/image_en/e3a7bd54-863e-430b-9a03-5ee6ed5b7872.jpg","AO1-005","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","","Addition: Field","Castle","Fushikaden K.K.","Alice Origin 1st Booster Pack","Automatic
Whenever you gain life ⇒ Target resonator gains [+300/+300] until end of turn.","Gloria lived a period of high prosperity under the guidance of the Sacred Queen.","Alice Origin 1st Booster Pack"
"http://www.fowtcg.com/card/4191","Gloria's Castle Town","http://d12h0em1d7ppg.cloudfront.net/items/41/4191/image_en/e3a7bd54-863e-430b-9a03-5ee6ed5b7872.jpg","AO1-005","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png","","Addition: Field","Castle","Fushikaden K.K.","Alice Origin 1st Booster Pack","Automatic
Whenever you gain life ⇒ Target resonator gains [+300/+300] until end of turn.","Gloria lived a period of high prosperity under the guidance of the Sacred Queen.","Alice Origin 1st Booster Pack"
"http://www.fowtcg.com/card/4192","Gwiber, the White Dragon","http://d12h0em1d7ppg.cloudfront.net/items/41/4192/image_en/1cdbb4b4-7430-4c1e-8088-7f54bc5d880b.jpg","AO1-006","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","1200 / 1200","Resonator","Dragon","kakotomirai","Alice Origin 1st Booster Pack","Continuous
You may pay [2] less to play this card for each resonator you control that entered your field this turn.","It’s the incarnation of the ideals.","Alice Origin 1st Booster Pack"
