"card_url","card_name","card_image","card_number","card_rarity","card_cost_attribute","card_att_def","card_type","card_race","card_artist","card_expansion","card_text","card_flavor_text","card_all_sets"
"http://www.fowtcg.com/card/4618","Accel, the White Gale Eagle","http://d12h0em1d7ppg.cloudfront.net/items/46/4618/image_en/f2dd8a96-2ade-4eee-a4c4-403e32286285.jpg","AO3-001","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","100 / 100","Resonator","Beast","Miko Yamazaki","Alice Origin 3rd Booster Pack","Automatic
Whenever this card attacks ⇒ It may deal X00 damage to target resonator, where X is the number of [+100/+100] counters on this card.","""Come on, Accel!"" ーPier, the Godspeed Archer","Alice Origin 3rd Booster Pack"
"http://www.fowtcg.com/card/4619","Accel's Reconnaissance","http://d12h0em1d7ppg.cloudfront.net/items/46/4619/image_en/940ba013-a6a8-4dff-8915-98397638c81d.jpg","AO3-002","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","","Chant","Sword Art","haniwa","Alice Origin 3rd Booster Pack","","""Fly, Accel!"" ーPier, the Godspeed Archer","Alice Origin 3rd Booster Pack"
"http://www.fowtcg.com/card/4620","Apollon, the God of Light (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/46/4620/image_en/ade0e458-e0d0-4afd-9738-499f9074b42f.jpg","AO3-003","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","1400 / 1700","Resonator (Stranger)","Deity","ishishou","Alice Origin 3rd Booster Pack","Automatic
When this card is put into a graveyard from the field ⇒ Remove it from the game. If you do, your life becomes 4000.","""If Armalla can rise to the sky, it can use its defensive position to keep Niflheim in check. It will be the bulwark of Vell-Savaria."" ーNote of Magna 28","Alice Origin 3rd Booster Pack"
"http://www.fowtcg.com/card/4620","Apollon, the God of Light (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/46/4620/image_en/ade0e458-e0d0-4afd-9738-499f9074b42f.jpg","AO3-003","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","1400 / 1700","Resonator (Stranger)","Deity","ishishou","Alice Origin 3rd Booster Pack","Automatic
When this card is put into a graveyard from the field ⇒ Remove it from the game. If you do, your life becomes 4000.","""If Armalla can rise to the sky, it can use its defensive position to keep Niflheim in check. It will be the bulwark of Vell-Savaria."" ーNote of Magna 28","Alice Origin 3rd Booster Pack"
"http://www.fowtcg.com/card/4620","Apollon, the God of Light (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/46/4620/image_en/ade0e458-e0d0-4afd-9738-499f9074b42f.jpg","AO3-003","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","1400 / 1700","Resonator (Stranger)","Deity","ishishou","Alice Origin 3rd Booster Pack","Automatic
When this card is put into a graveyard from the field ⇒ Remove it from the game. If you do, your life becomes 4000.","""If Armalla can rise to the sky, it can use its defensive position to keep Niflheim in check. It will be the bulwark of Vell-Savaria."" ーNote of Magna 28","Alice Origin 3rd Booster Pack"
"http://www.fowtcg.com/card/4621","Ares, the Knight God Emperor (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/46/4621/image_en/96a9c698-faae-42d8-803c-27250e4c9ace.jpg","AO3-004","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","1000 / 600","Resonator (Stranger)","Deity","Hitowa","Alice Origin 3rd Booster Pack","","""I hope Armalla's new power will keep the world in balance. But I need to prepare myself for the new threat, and will keep Genesis, my regalia which created all the others, close at hand."" ーNote of Magna 30","Alice Origin 3rd Booster Pack"
"http://www.fowtcg.com/card/4621","Ares, the Knight God Emperor (Stranger)","http://d12h0em1d7ppg.cloudfront.net/items/46/4621/image_en/96a9c698-faae-42d8-803c-27250e4c9ace.jpg","AO3-004","R","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","1000 / 600","Resonator (Stranger)","Deity","Hitowa","Alice Origin 3rd Booster Pack","","""I hope Armalla's new power will keep the world in balance. But I need to prepare myself for the new threat, and will keep Genesis, my regalia which created all the others, close at hand."" ーNote of Magna 30","Alice Origin 3rd Booster Pack"
"http://www.fowtcg.com/card/4622","Celestial Wing Seraph","http://d12h0em1d7ppg.cloudfront.net/items/46/4622/image_en/c5b5f436-1691-400b-927e-8d7721b8bdb9.jpg","AO3-005","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","1000 / 1000","Resonator","Angel","Pisuke","Alice Origin 3rd Booster Pack","Automatic
Whenever this card attacks ⇒ You gain 300 life for each Angel you control.","Summoned by Winged Lord, they are the highest rank in the angelic orders.","Alice Origin 3rd Booster Pack"
"http://www.fowtcg.com/card/4622","Celestial Wing Seraph","http://d12h0em1d7ppg.cloudfront.net/items/46/4622/image_en/c5b5f436-1691-400b-927e-8d7721b8bdb9.jpg","AO3-005","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png","1000 / 1000","Resonator","Angel","Pisuke","Alice Origin 3rd Booster Pack","Automatic
Whenever this card attacks ⇒ You gain 300 life for each Angel you control.","Summoned by Winged Lord, they are the highest rank in the angelic orders.","Alice Origin 3rd Booster Pack"
"http://www.fowtcg.com/card/4622","Celestial Wing Seraph","http://d12h0em1d7ppg.cloudfront.net/items/46/4622/image_en/c5b5f436-1691-400b-927e-8d7721b8bdb9.jpg","AO3-005","N","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png","1000 / 1000","Resonator","Angel","Pisuke","Alice Origin 3rd Booster Pack","Automatic
Whenever this card attacks ⇒ You gain 300 life for each Angel you control.","Summoned by Winged Lord, they are the highest rank in the angelic orders.","Alice Origin 3rd Booster Pack"
