"card_url","card_name","card_image","card_number","card_rarity","card_type","card_race","card_artist","card_expansion","card_text","card_flavor_text","card_all_sets","card_att_def","card_cost_attribute"
"http://www.fowtcg.com/card/648","Arla, the Winged Lord","http://d12h0em1d7ppg.cloudfront.net/items/64/648/image_en/1485235224.jpg","SKL-001","R","Ruler","Seven Kings","今野準史","The Seven Kings of the Lands","Activate
[W][W]: Target resonator with [Flying] you control gains [+200/+200] until end of turn.","The ruler of Armalla, the flying city. The wingmen who live on Armalla, the heavenly garden, do not hesitate to sacrifice themselves in its defense. The angels, are summoned to fight thanks to the magic stones.","The Seven Kings of the Lands","",""
"http://www.fowtcg.com/card/649","Arla, the Hegemon of the Sky","http://d12h0em1d7ppg.cloudfront.net/items/64/649/image_en/1485235225.jpg","SKL-001J","JR","J-Ruler","Seven Kings","今野隼史","The Seven Kings of the Lands","Activate
God's Art [W][W][2]: Whenever a J/resonator you control attacks this turn ⇒ this card deals 400 damage to target resonator your opponent controls for each time J/resonators you control attacked this turn. (Play God's Art only once per game.)","""The sky is weeping... the world is changing unrestrainedly.""","The Seven Kings of the Lands","900 / 700",""
"http://www.fowtcg.com/card/650","Bai Hu, the Sacred Beast","http://d12h0em1d7ppg.cloudfront.net/items/65/650/image_en/1485235227.jpg","SKL-002","R","Resonator","Four Sacred Beasts","fzwrAym","The Seven Kings of the Lands","Automatic
When this card enters your field ⇒ You gain 200 life for each Four Sacred Beasts you control.","It's the Patron's symbol.","The Seven Kings of the Lands","600 / 600","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png"
"http://www.fowtcg.com/card/650","Bai Hu, the Sacred Beast","http://d12h0em1d7ppg.cloudfront.net/items/65/650/image_en/1485235227.jpg","SKL-002","R","Resonator","Four Sacred Beasts","fzwrAym","The Seven Kings of the Lands","Automatic
When this card enters your field ⇒ You gain 200 life for each Four Sacred Beasts you control.","It's the Patron's symbol.","The Seven Kings of the Lands","600 / 600","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png"
"http://www.fowtcg.com/card/651","Bedivere, the Restorer of Souls","http://d12h0em1d7ppg.cloudfront.net/items/65/651/image_en/1485235228.jpg","SKL-003","SR","Resonator","Knight of the Round Table","kakotomirai","The Seven Kings of the Lands","Automatic
When this card enters your field ⇒ You may remove target resonator with 1000 or more ATK from the game.","""The soul just wants a place to go, nothing more.""","The Seven Kings of the Lands","700 / 700","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png"
"http://www.fowtcg.com/card/651","Bedivere, the Restorer of Souls","http://d12h0em1d7ppg.cloudfront.net/items/65/651/image_en/1485235228.jpg","SKL-003","SR","Resonator","Knight of the Round Table","kakotomirai","The Seven Kings of the Lands","Automatic
When this card enters your field ⇒ You may remove target resonator with 1000 or more ATK from the game.","""The soul just wants a place to go, nothing more.""","The Seven Kings of the Lands","700 / 700","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png"
"http://www.fowtcg.com/card/651","Bedivere, the Restorer of Souls","http://d12h0em1d7ppg.cloudfront.net/items/65/651/image_en/1485235228.jpg","SKL-003","SR","Resonator","Knight of the Round Table","kakotomirai","The Seven Kings of the Lands","Automatic
When this card enters your field ⇒ You may remove target resonator with 1000 or more ATK from the game.","""The soul just wants a place to go, nothing more.""","The Seven Kings of the Lands","700 / 700","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png"
"http://www.fowtcg.com/card/652","Blessed Holy Wolf","http://d12h0em1d7ppg.cloudfront.net/items/65/652/image_en/1485235230.jpg","SKL-004","C","Resonator","Holy Beast","瞬く","The Seven Kings of the Lands","Automatic
When this card enters your field ⇒ You may destroy target addition.","The kingdom offers its blessing to anyone and wolves aren’t an exception. These sacred beasts are allied with us in the protection of the kingdom.","The Seven Kings of the Lands","400 / 600","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png"
"http://www.fowtcg.com/card/652","Blessed Holy Wolf","http://d12h0em1d7ppg.cloudfront.net/items/65/652/image_en/1485235230.jpg","SKL-004","C","Resonator","Holy Beast","瞬く","The Seven Kings of the Lands","Automatic
When this card enters your field ⇒ You may destroy target addition.","The kingdom offers its blessing to anyone and wolves aren’t an exception. These sacred beasts are allied with us in the protection of the kingdom.","The Seven Kings of the Lands","400 / 600","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/01.png"
"http://www.fowtcg.com/card/653","Celestial Wing Seraph","http://d12h0em1d7ppg.cloudfront.net/items/65/653/image_en/1485235238.jpg","SKL-005","SR","Resonator","Angel","ピスケ","The Seven Kings of the Lands","Automatic
Whenever this card attacks ⇒ You gain 300 life for each Angel you control.","Summoned by Winged Lord, they are the highest rank in the angelic orders.","The Seven Kings of the Lands","1000 / 1000","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png"
"http://www.fowtcg.com/card/653","Celestial Wing Seraph","http://d12h0em1d7ppg.cloudfront.net/items/65/653/image_en/1485235238.jpg","SKL-005","SR","Resonator","Angel","ピスケ","The Seven Kings of the Lands","Automatic
Whenever this card attacks ⇒ You gain 300 life for each Angel you control.","Summoned by Winged Lord, they are the highest rank in the angelic orders.","The Seven Kings of the Lands","1000 / 1000","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png"
"http://www.fowtcg.com/card/653","Celestial Wing Seraph","http://d12h0em1d7ppg.cloudfront.net/items/65/653/image_en/1485235238.jpg","SKL-005","SR","Resonator","Angel","ピスケ","The Seven Kings of the Lands","Automatic
Whenever this card attacks ⇒ You gain 300 life for each Angel you control.","Summoned by Winged Lord, they are the highest rank in the angelic orders.","The Seven Kings of the Lands","1000 / 1000","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png"
"http://www.fowtcg.com/card/654","Dignified Seraph","http://d12h0em1d7ppg.cloudfront.net/items/65/654/image_en/1485235241.jpg","SKL-006","U","Resonator","Angel","乃希","The Seven Kings of the Lands","","The angelic figure inspires the people to the point where every insecurity vanishes.","The Seven Kings of the Lands","800 / 800","http://d12h0em1d7ppg.cloudfront.net/docs/icons/white.png"
